solution,machine_id,feild_id,feild_name,lat,lng,area,machine_type,open_date,closed_date,work_date,distance,open_time,travel_time,start_time,operation_time,exit_time,leaf_ton,income
S1,M114,F235,M06 แปลงที่ 19 -42160088,14.781293042979,99.806331462076,16.74,Truck,2023-02-05,2023-02-21,2023-02-21,3.642,08:00,00:11,14:48,01:17,16:05,20.088,20088.0
S1,M114,F231,M06 แปลงที่ 15 -42160142,14.780472589442,99.807140819366,2.1,Truck,2023-02-05,2023-02-21,2023-02-21,0.0,08:00,00:00,16:05,00:18,16:23,2.52,2520.0
S1,M114,F230,M06 แปลงที่ 14 -42160013,14.780833724681,99.807631073308,7.66,Truck,2023-02-05,2023-02-21,2023-02-21,0.0,08:00,00:00,16:23,00:41,17:04,9.192,9192.0
S1,M114,F234,M06 แปลงที่ 18 -42160121,14.781353339143,99.808004428368,3.4,Truck,2023-02-05,2023-02-21,2023-02-21,0.1,08:00,00:00,17:04,00:24,17:28,4.08,4080.0
S1,M114,F232,M06 แปลงที่ 16 -42160128,14.781636448617,99.807246435313,3.55,Truck,2023-02-05,2023-02-21,2023-02-21,0.014,08:00,00:00,17:28,00:24,17:52,4.26,4260.0
S1,M114,F225,M06 แปลงที่ 9 -42160038,14.781580772572,99.809022973283,9.52,Truck,2023-02-05,2023-02-21,2023-02-21,0.033,08:00,00:00,17:52,00:48,18:40,11.424,11424.0
S1,M114,F233,M06 แปลงที่ 17 -42160141,14.782117897738,99.807899768941,2.11,Truck,2023-02-05,2023-02-21,2023-02-21,0.036,08:00,00:00,18:40,00:18,18:59,2.532,2532.0
S1,M114,F228,M06 แปลงที่ 12 -42160101,14.785634693044,99.808059924664,12.07,Truck,2023-02-05,2023-02-21,2023-02-21,0.265,08:00,00:01,18:59,00:58,19:58,14.484,14484.0
S1,M114,F226,M06 แปลงที่ 10 -42160004,14.785233840102,99.809501854737,12.17,Truck,2023-02-05,2023-02-22,2023-02-22,1.325,08:00,00:04,08:02,00:59,09:00,14.604,14604.0
S1,M114,F227,M06 แปลงที่ 11 -42160029,14.786192637854,99.807580727554,18.72,Truck,2023-02-05,2023-02-22,2023-02-22,0.582,08:00,00:02,09:30,01:25,10:54,22.464,22464.0
S1,M114,F244,M06 แปลงที่ 28 -42160021,14.79051256738,99.792555100711,19.35,Truck,2023-02-05,2023-02-26,2023-02-26,1.844,08:00,00:06,13:38,01:27,15:05,23.22,23220.0
S1,M114,F245,M06 แปลงที่ 29 -4216081,14.790088437158,99.790060860446,19.3,Truck,2023-02-05,2023-02-28,2023-02-28,0.844,08:00,00:03,13:37,01:27,15:04,23.16,23160.0
S1,M114,F239,M06 แปลงที่ 23 -42160089,14.782702550417,99.791775625783,7.53,Truck,2023-02-05,2023-02-28,2023-02-28,1.055,08:00,00:03,15:07,00:40,15:48,9.036,9036.0
S1,M114,F237,M06 แปลงที่ 21 -42160090,14.782704448621,99.791350557022,2.93,Truck,2023-02-05,2023-02-28,2023-02-28,0.033,08:00,00:00,15:48,00:22,16:09,3.516,3516.0
S1,M114,F241,M06 แปลงที่ 25 -4216337,14.782532071176,99.792284259348,3.95,Truck,2023-02-05,2023-02-28,2023-02-28,0.427,08:00,00:01,16:11,00:26,16:36,4.74,4740.0
S1,M114,F240,M06 แปลงที่ 24 -42160085,14.781529014015,99.791991874587,4.04,Truck,2023-02-05,2023-03-01,2023-03-01,0.278,08:00,00:01,08:39,00:26,09:05,4.848,4848.0
S1,M114,F238,M06 แปลงที่ 22 -42160083,14.781547888688,99.791334783658,1.74,Truck,2023-02-05,2023-03-01,2023-03-01,0.07,08:00,00:00,10:07,00:17,10:24,2.088,2088.0
S1,M114,F242,M06 แปลงที่ 26 -42160122,14.781414046216,99.789788619489,7.55,Truck,2023-02-05,2023-03-01,2023-03-01,0.29,08:00,00:01,10:25,00:40,11:05,9.06,9060.0
S1,M114,F243,M06 แปลงที่ 27 -42160147,14.779220749486,99.789073323403,13.74,Truck,2023-02-05,2023-03-04,2023-03-04,0.484,08:00,00:01,13:19,01:05,14:23,16.488,16488.0
S1,M114,F255,M06 แปลงที่ 39 -4216077,14.778270278396,99.789797770338,6.54,Truck,2023-02-05,2023-03-07,2023-03-07,0.022,08:00,00:00,09:50,00:36,10:27,7.848,7848.0
S1,M114,F251,M06 แปลงที่ 35 -4216117,14.778885350271,99.790735736756,6.24,Truck,2023-02-05,2023-03-08,2023-03-08,0.031,08:00,00:00,14:18,00:35,14:53,7.488,7488.0
S1,M114,F252,M06 แปลงที่ 36 -4216343,14.779476064209,99.790114419679,6.91,Truck,2023-02-05,2023-03-08,2023-03-08,0.05,08:00,00:00,14:53,00:38,15:31,8.292,8292.0
S1,M114,F250,M06 แปลงที่ 34 -42160035,14.779376750379,99.791184662514,10.48,Truck,2023-02-05,2023-03-08,2023-03-08,0.006,08:00,00:00,15:31,00:52,16:23,12.576,12576.0
S1,M114,F246,M06 แปลงที่ 30 -42160012,14.780648127574,99.791307693903,9.21,Truck,2023-02-05,2023-03-08,2023-03-08,0.249,08:00,00:01,16:23,00:47,17:10,11.052,11052.0
S1,M114,F247,M06 แปลงที่ 31 -42160040,14.780294514429,99.792392927075,4.86,Truck,2023-02-05,2023-03-08,2023-03-08,0.324,08:00,00:01,17:11,00:29,17:41,5.832,5832.0
S1,M114,F249,M06 แปลงที่ 33 -42160034,14.778931499769,99.79285585377,9.79,Truck,2023-02-05,2023-03-08,2023-03-08,0.153,08:00,00:00,17:41,00:49,18:30,11.748,11748.0
S1,M114,F248,M06 แปลงที่ 32 -42160071,14.777542957889,99.792727692082,5.97,Truck,2023-02-05,2023-03-08,2023-03-08,0.152,08:00,00:00,18:31,00:34,19:05,7.164,7164.0
S1,M114,F254,M06 แปลงที่ 38 -42160050,14.776947893842,99.790966111847,6.97,Truck,2023-02-05,2023-03-08,2023-03-08,0.11,08:00,00:00,19:05,00:38,19:43,8.364,8364.0
S1,M114,F253,M06 แปลงที่ 37 -42160044,14.777743098846,99.791039230741,9.37,Truck,2023-02-05,2023-03-09,2023-03-08,0.004,08:00,00:00,19:43,00:47,08:30,11.244,11244.0
S1,M114,F256,M06 แปลงที่ 40 -4216336,14.778640153398,99.787776919425,10.33,Truck,2023-02-05,2023-03-09,2023-03-09,1.696,08:00,00:05,08:35,00:51,09:27,12.396,12396.0
